time_ms,q1,q2,q3,q4,v1,v2,v3,v4,e1,e2,e3,e4,fsr_raw,label
2003,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2003,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2003,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2003,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2003,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2003,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2003,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2003,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2003,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2003,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2003,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2003,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2003,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2004,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2004,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2004,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2004,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2004,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2004,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2004,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2004,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2004,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2004,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2004,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2004,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2004,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2004,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2004,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2005,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2005,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2005,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2005,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2005,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2005,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2005,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2005,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2005,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2005,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2005,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2005,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2005,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2005,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2005,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2005,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2005,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2005,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2005,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2006,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2006,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2006,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2006,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2006,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2006,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2006,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-88.0,-9.0,0,0
2006,-3.1416,-0.9986,0.7026,0.2945,0.0,0.0,0.0,0.0,0.0,17.0,-92.0,-9.0,0,0
2006,-3.1416,-0.9986,0.7026,0.2945,0.0,0.0,0.0,0.0,0.0,17.0,-92.0,-9.0,0,0
2006,-3.1416,-0.9986,0.7026,0.2945,0.0,0.0,0.0,0.0,0.0,17.0,-92.0,-9.0,0,0
2006,-3.1416,-0.9986,0.7026,0.2945,0.0,0.0,0.0,0.0,0.0,17.0,-92.0,-9.0,0,0
2006,-3.1416,-0.9986,0.7026,0.2945,0.0,0.0,0.0,0.0,0.0,17.0,-92.0,-9.0,0,0
2006,-3.1416,-0.9986,0.7026,0.2945,0.0,0.0,0.0,0.0,0.0,17.0,-92.0,-9.0,0,0
2006,-3.1416,-0.9986,0.7026,0.2945,0.0,0.0,0.0,0.0,0.0,17.0,-92.0,-9.0,0,0
2006,-3.1416,-0.9986,0.7026,0.2945,0.0,0.0,0.0,0.0,0.0,17.0,-92.0,-9.0,0,0
2008,-3.1416,-0.9986,0.7026,0.2945,0.0,0.0,0.0,0.0,0.0,17.0,-92.0,-9.0,0,0
2017,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,17.0,-92.0,-9.0,0,0
2029,-3.1416,-0.9986,0.7026,0.2945,0.0,0.0,0.0,0.0,0.0,22.0,-95.0,-9.0,0,0
2037,-3.1416,-0.9986,0.7026,0.2945,0.0,0.0,0.0,0.0,0.0,15.0,-92.0,-9.0,0,0
2049,-3.1416,-0.9986,0.7026,0.2945,0.0,0.0,0.0,0.0,0.0,18.0,-93.0,-9.0,0,0
2057,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,11.0,-93.0,-9.0,0,0
2070,-3.1416,-0.9986,0.7026,0.2945,0.0,0.0,0.0,0.0,0.0,23.0,-90.0,-8.0,0,0
2078,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,15.0,-93.0,-8.0,0,0
2091,-3.1416,-0.9986,0.7026,0.2945,0.0,0.0,0.0,0.0,0.0,19.0,-89.0,-6.0,0,0
2098,-3.1416,-0.9986,0.7026,0.2945,0.0,0.0,0.0,0.0,0.0,24.0,-91.0,-9.0,0,0
2111,-3.1416,-0.9986,0.7026,0.2945,0.0,0.0,0.0,0.0,0.0,22.0,-95.0,-8.0,0,0
2119,-3.1416,-0.9986,0.7026,0.2945,0.0,0.0,0.0,0.0,0.0,25.0,-96.0,-15.0,0,0
2131,-3.1416,-0.9986,0.7026,0.2945,0.0,0.0,0.0,0.0,2.0,16.0,-91.0,-9.0,0,0
2143,-3.1416,-0.9986,0.7026,0.2961,0.0,0.0,0.0,0.0,0.0,23.0,-91.0,-9.0,0,0
2152,-3.1416,-0.9986,0.7026,0.2961,0.0,0.0,0.0,0.0,0.0,16.0,-92.0,-13.0,0,0
2164,-3.1416,-0.9986,0.7026,0.2961,0.0,0.0,0.0,0.0,0.0,18.0,-95.0,-13.0,0,0
2172,-3.1416,-0.9986,0.7026,0.2945,0.0,0.0,0.0,0.0,1.0,31.0,-90.0,-13.0,0,0
2184,-3.1416,-0.9986,0.7026,0.2945,0.0,0.0,0.0,0.0,0.0,25.0,-91.0,-16.0,0,0
2193,-3.1416,-0.9986,0.701,0.2945,0.0,0.0,0.0,0.0,0.0,14.0,-97.0,-12.0,0,0
2205,-3.1416,-0.9986,0.7026,0.2961,0.0,0.0,0.0,0.0,1.0,30.0,-94.0,-16.0,0,0
2213,-3.1416,-0.9986,0.7026,0.2961,0.0,0.0,0.0,0.0,3.0,22.0,-96.0,-9.0,0,0
2225,-3.1416,-0.9986,0.7026,0.2945,0.0,0.0,0.0,0.0,0.0,27.0,-90.0,-14.0,0,0
2234,-3.1416,-0.9986,0.7026,0.2945,0.0,0.0,0.0,0.0,0.0,28.0,-95.0,-13.0,0,0
2246,-3.1416,-0.9986,0.7026,0.2945,0.0,0.0,0.0,0.0,0.0,30.0,-97.0,-15.0,0,0
2258,-3.1416,-0.9986,0.7026,0.2961,0.0,0.0,0.0,0.0,0.0,13.0,-91.0,-8.0,0,0
2266,-3.1416,-0.9971,0.7026,0.2945,0.0,0.0,0.0,0.0,0.0,15.0,-93.0,-14.0,0,0
2279,-3.1416,-0.9986,0.7026,0.2961,0.0,0.0,0.0,0.0,0.0,12.0,-91.0,-14.0,0,0
2287,-3.1416,-0.9986,0.7026,0.2945,0.0,0.0,0.0,0.0,0.0,26.0,-92.0,-13.0,0,0
2299,-3.1416,-0.9986,0.7026,0.2945,0.0,0.0,0.0,0.0,0.0,22.0,-92.0,-13.0,0,0
2307,-3.1416,-0.9986,0.7026,0.2961,0.0,0.0,0.0,0.0,0.0,24.0,-93.0,-15.0,0,0
