time_ms,q1,q2,q3,q4,v1,v2,v3,v4,e1,e2,e3,e4,fsr_raw,label
2003,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2003,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2003,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2003,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2003,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2003,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,0,0
2003,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,0,0
2003,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2003,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2003,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2003,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2003,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2003,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2003,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2003,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2004,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,0,0
2004,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2004,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2004,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2004,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2004,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,0,0
2004,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2004,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2004,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2004,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2004,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,0,0
2004,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,0,0
2004,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,0,0
2004,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2004,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2004,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2004,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2004,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,0,0
2004,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2005,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2005,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2005,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2005,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2005,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2005,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2005,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2005,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2005,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2005,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,0,0
2005,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2005,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2005,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2005,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2005,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2005,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2005,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2005,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2005,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2005,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2005,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,0,0
2005,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2006,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2006,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2006,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2006,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2006,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-127.0,-13.0,1,0
2018,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,21.0,-128.0,-13.0,0,0
2026,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,14.0,-126.0,-12.0,1,0
2039,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,15.0,-126.0,-10.0,1,0
2047,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,20.0,-129.0,-13.0,1,0
2059,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,18.0,-129.0,-11.0,1,0
2067,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,13.0,-129.0,-12.0,0,0
2080,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,17.0,-126.0,-12.0,1,0
2088,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,24.0,-129.0,-12.0,1,0
2100,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,17.0,-128.0,-12.0,1,0
2113,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,18.0,-129.0,-11.0,1,0
2121,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,18.0,-129.0,-11.0,1,0
2133,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,25.0,-129.0,-12.0,1,0
2141,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,25.0,-129.0,-12.0,1,0
2153,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,19.0,-128.0,-14.0,1,0
2162,3.1401,-0.9986,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,14.0,-129.0,-13.0,1,0
2174,3.1401,-0.9986,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,15.0,-128.0,-11.0,1,0
2182,3.1401,-1.0002,0.6995,0.2945,0.0,0.0,0.0,0.0,0.0,23.0,-129.0,-9.0,0,0
